DATE,HOUR,AVG_WAIT_TIME_MINUTES,NPS_SCORE
2024-01-04,23,0.2111111111111111,100.0
2024-01-05,0,3.3970588235294117,88.23529411764706
2024-01-05,1,5.208333333333333,83.33333333333334
2024-01-05,2,11.998809523809523,71.42857142857143
2024-01-05,3,9.121212121212123,90.9090909090909
2024-01-05,4,0.9270833333333333,87.5
2024-01-05,11,0.5733333333333334,100.0
2024-01-05,12,0.35555555555555557,100.0
2024-01-05,13,0.04,100.0
2024-01-05,14,0.16458333333333333,100.0
2024-01-05,15,0.36979166666666663,68.75
2024-01-05,16,1.0666666666666667,66.66666666666666
2024-01-05,17,0.5208333333333334,100.0
2024-01-05,18,0.9435185185185184,94.44444444444444
2024-01-05,19,0.3423076923076923,92.3076923076923
2024-01-05,20,0.6198717948717949,80.76923076923077
2024-01-05,21,2.2846153846153845,92.3076923076923
2024-01-05,22,0.259375,87.5
2024-01-05,23,0.7550000000000001,70.0
2024-01-06,0,2.4272727272727277,86.36363636363636
2024-01-06,1,5.7625,100.0
2024-01-06,2,11.021739130434787,82.6086956521739
2024-01-06,3,4.794871794871794,76.92307692307693
2024-01-06,4,1.5347222222222223,83.33333333333334
2024-01-06,11,0.24166666666666667,75.0
2024-01-06,12,1.4592592592592595,66.66666666666666
2024-01-06,13,2.5116666666666663,100.0
2024-01-06,14,1.3256410256410258,92.3076923076923
2024-01-06,15,0.7607142857142858,78.57142857142857
2024-01-06,16,3.627083333333333,75.0
2024-01-06,17,10.366666666666665,80.0
2024-01-06,18,12.313636363636363,100.0
2024-01-06,19,13.046212121212118,90.9090909090909
2024-01-06,20,13.761111111111111,86.66666666666667
2024-01-06,21,1.4392857142857143,100.0
2024-01-06,22,4.502564102564102,84.61538461538461
2024-01-06,23,10.939743589743589,69.23076923076923
2024-01-07,0,6.2,100.0
2024-01-07,1,5.953333333333333,90.0
2024-01-07,2,12.577083333333334,75.0
2024-01-07,3,8.36,90.0
2024-01-07,4,10.52156862745098,82.35294117647058
2024-01-07,11,0.2816666666666667,100.0
2024-01-07,12,0.3,100.0
2024-01-07,13,0.16666666666666669,100.0
2024-01-07,14,0.09545454545454544,72.72727272727273
2024-01-07,15,3.007142857142857,100.0
2024-01-07,16,2.215625,100.0
2024-01-07,17,1.734375,100.0
2024-01-07,18,0.9930555555555555,83.33333333333334
2024-01-07,19,0.6771929824561403,89.47368421052632
2024-01-07,20,0.19777777777777775,73.33333333333333
2024-01-07,21,0.2284313725490196,100.0
2024-01-07,22,2.128333333333333,100.0
2024-01-07,23,0.3121212121212121,100.0
2024-01-08,0,4.833333333333333,84.61538461538461
2024-01-08,1,8.06309523809524,92.85714285714286
2024-01-08,2,2.9539682539682537,80.95238095238095
2024-01-08,3,3.3527777777777774,100.0
2024-01-08,4,2.943055555555556,83.33333333333334
2024-01-08,11,0.5907407407407408,100.0
2024-01-08,12,0.48333333333333334,100.0
2024-01-08,13,0.13333333333333333,88.88888888888889
2024-01-08,14,0.17424242424242428,90.9090909090909
2024-01-08,15,0.22037037037037036,100.0
2024-01-08,16,0.16071428571428573,92.85714285714286
2024-01-08,17,0.12307692307692307,84.61538461538461
2024-01-08,18,0.12361111111111112,75.0
2024-01-08,19,0.3148148148148148,83.33333333333334
2024-01-08,20,0.12666666666666665,90.0
2024-01-08,21,0.55,70.0
2024-01-08,22,0.690625,100.0
2024-01-08,23,2.9074074074074074,77.77777777777779
2024-01-09,0,3.5253968253968253,95.23809523809523
2024-01-09,1,16.680208333333333,100.0
2024-01-09,2,12.39,90.0
2024-01-09,3,15.557142857142859,78.57142857142857
2024-01-09,4,5.551851851851851,100.0
2024-01-09,11,0.15555555555555556,100.0
2024-01-09,12,0.0861111111111111,66.66666666666666
2024-01-09,13,0.14444444444444443,100.0
2024-01-09,14,0.1547619047619048,100.0
2024-01-09,15,0.37999999999999995,90.0
2024-01-09,16,0.6529411764705882,64.70588235294117
2024-01-09,17,1.4416666666666667,50.0
2024-01-09,18,1.084848484848485,100.0
2024-01-09,19,0.22857142857142856,100.0
2024-01-09,20,0.1987179487179487,76.92307692307693
2024-01-09,21,0.26666666666666666,100.0
2024-01-09,22,0.788888888888889,73.33333333333333
2024-01-09,23,3.5027777777777778,83.33333333333334
2024-01-10,0,7.355882352941175,76.47058823529412
2024-01-10,1,25.150000000000002,77.77777777777779
2024-01-10,2,23.058333333333334,80.0
2024-01-10,3,22.126470588235293,76.47058823529412
2024-01-10,4,11.238888888888889,33.33333333333333
2024-01-10,11,0.039999999999999994,100.0
2024-01-10,12,0.09166666666666666,87.5
2024-01-10,13,0.008333333333333333,75.0
2024-01-10,14,0.0925925925925926,77.77777777777779
2024-01-10,15,0.1537037037037037,100.0
2024-01-10,16,1.0694444444444444,100.0
2024-01-10,17,0.8190476190476191,71.42857142857143
2024-01-10,18,0.7177777777777777,73.33333333333333
2024-01-10,19,0.9999999999999999,100.0
2024-01-10,20,0.22166666666666668,80.0
2024-01-10,21,0.03666666666666667,80.0
2024-01-10,22,0.6722222222222222,100.0
2024-01-10,23,0.5072916666666667,75.0
2024-01-11,0,6.916666666666666,100.0
2024-01-11,1,14.751666666666665,70.0
2024-01-11,2,15.739215686274509,64.70588235294117
2024-01-11,3,20.448888888888884,53.333333333333336
2024-01-11,4,14.205555555555556,91.66666666666666
2024-01-11,11,0.5479166666666666,100.0
2024-01-11,12,1.3208333333333333,100.0
2024-01-11,13,1.7095238095238092,71.42857142857143
2024-01-11,14,0.39607843137254894,100.0
2024-01-11,15,0.1863636363636364,100.0
2024-01-11,16,0.39499999999999996,100.0
2024-01-11,17,0.6300000000000001,100.0
2024-01-11,18,0.5537037037037037,55.55555555555556
2024-01-11,19,1.6666666666666665,81.81818181818183
2024-01-11,20,0.6708333333333334,66.66666666666666
2024-01-11,21,0.6041666666666667,93.75
2024-01-11,22,0.3238095238095239,85.71428571428571
2024-01-11,23,0.36875,100.0
2024-01-12,0,3.3484848484848486,100.0
2024-01-12,1,9.053333333333333,90.0
2024-01-12,2,8.912037037037038,66.66666666666666
2024-01-12,3,19.81060606060606,100.0
2024-01-12,4,15.497619047619049,100.0
2024-01-12,11,0.4583333333333333,83.33333333333334
2024-01-12,12,0.2,85.71428571428571
2024-01-12,13,0.07777777777777778,100.0
2024-01-12,14,0.9092592592592593,88.88888888888889
2024-01-12,15,1.2462962962962962,66.66666666666666
2024-01-12,16,1.8569444444444443,100.0
2024-01-12,17,0.8986111111111111,58.333333333333336
2024-01-12,18,0.3013888888888889,50.0
2024-01-12,19,1.278888888888889,73.33333333333333
2024-01-12,20,0.21071428571428572,92.85714285714286
2024-01-12,21,0.04027777777777777,58.333333333333336
2024-01-12,22,0.18333333333333332,81.81818181818183
2024-01-12,23,2.91969696969697,90.9090909090909
2024-01-13,0,5.615625,68.75
2024-01-13,1,14.75897435897436,92.3076923076923
2024-01-13,2,19.101754385964917,78.94736842105263
2024-01-13,3,21.86296296296296,77.77777777777779
2024-01-13,4,5.088333333333333,100.0
2024-01-13,11,0.41944444444444445,100.0
2024-01-13,12,0.9416666666666667,100.0
2024-01-13,13,0.225,100.0
2024-01-13,14,0.5284313725490195,100.0
2024-01-13,15,7.3256410256410245,100.0
2024-01-13,16,2.2055555555555553,100.0
2024-01-13,17,4.266666666666667,81.81818181818183
2024-01-13,18,7.508333333333334,93.75
2024-01-13,19,12.185185185185185,77.77777777777779
2024-01-13,20,7.784615384615384,92.3076923076923
2024-01-13,21,1.9111111111111112,100.0
2024-01-13,22,2.2066666666666666,70.0
2024-01-13,23,7.835964912280701,94.73684210526315
2024-01-14,0,17.291666666666664,70.0
2024-01-14,1,24.004166666666666,100.0
2024-01-14,2,21.717543859649123,73.68421052631578
2024-01-14,3,19.595833333333335,100.0
2024-01-14,4,11.610000000000001,100.0
2024-01-14,11,0.08333333333333333,33.33333333333333
2024-01-14,12,1.3900000000000001,100.0
2024-01-14,13,0.8444444444444444,83.33333333333334
2024-01-14,14,1.9,63.63636363636363
2024-01-14,15,1.3744444444444446,100.0
2024-01-14,16,2.619444444444445,100.0
2024-01-14,17,2.5197916666666664,93.75
2024-01-14,18,7.570430107526882,96.7741935483871
2024-01-14,19,13.902777777777779,77.77777777777779
2024-01-14,20,12.117708333333333,43.75
2024-01-14,21,8.871428571428572,71.42857142857143
2024-01-14,22,12.943333333333333,80.0
2024-01-14,23,14.006666666666666,70.0
2024-01-15,0,21.820238095238096,78.57142857142857
2024-01-15,1,25.15555555555556,100.0
2024-01-15,2,23.86296296296296,66.66666666666666
2024-01-15,3,29.548717948717954,61.53846153846154
2024-01-15,4,20.989583333333336,100.0
2024-01-15,11,0.16458333333333336,100.0
2024-01-15,12,0.10666666666666666,100.0
2024-01-15,13,0.11666666666666667,100.0
2024-01-15,14,1.1293650793650793,76.19047619047619
2024-01-15,15,0.6099999999999999,100.0
2024-01-15,16,6.174999999999999,80.0
2024-01-15,17,3.888333333333333,50.0
2024-01-15,18,4.053030303030304,90.9090909090909
2024-01-15,19,1.2464285714285714,85.71428571428571
2024-01-15,20,1.0513888888888887,100.0
2024-01-15,21,0.17083333333333334,85.0
2024-01-15,22,0.24833333333333335,90.0
2024-01-15,23,0.9955555555555556,80.0
2024-01-16,0,1.2598039215686274,94.11764705882352
2024-01-16,1,7.157777777777778,80.0
2024-01-16,2,4.084,92.0
2024-01-16,3,2.5083333333333333,75.0
2024-01-16,4,0.15256410256410258,100.0
2024-01-16,11,0.11333333333333336,80.0
2024-01-16,12,0.5738095238095237,100.0
2024-01-16,13,1.0678571428571428,85.71428571428571
2024-01-16,14,0.12564102564102567,84.61538461538461
2024-01-16,15,0.15476190476190482,85.71428571428571
2024-01-16,16,0.3458333333333333,87.5
2024-01-16,17,0.42083333333333334,75.0
2024-01-16,18,0.9461538461538461,92.3076923076923
2024-01-16,19,1.2925,85.0
2024-01-16,20,0.17307692307692307,69.23076923076923
2024-01-16,21,0.10972222222222222,100.0
2024-01-16,22,0.594047619047619,78.57142857142857
2024-01-16,23,1.736904761904762,92.85714285714286
2024-01-17,0,8.299019607843137,94.11764705882352
2024-01-17,1,14.558823529411764,82.35294117647058
2024-01-17,2,19.7462962962963,88.88888888888889
2024-01-17,3,21.548611111111114,100.0
2024-01-17,4,6.813888888888889,100.0
2024-01-17,11,0.08,100.0
2024-01-17,12,0.0,100.0
2024-01-17,13,0.2777777777777778,83.33333333333334
2024-01-17,14,0.23947368421052626,78.94736842105263
2024-01-17,15,0.3181818181818182,100.0
2024-01-17,16,0.7141025641025642,69.23076923076923
2024-01-17,17,0.3784313725490196,94.11764705882352
2024-01-17,18,0.6116666666666666,80.0
2024-01-17,19,2.9016666666666664,100.0
2024-01-17,20,0.2285714285714286,92.85714285714286
2024-01-17,21,0.18947368421052632,94.73684210526315
2024-01-17,22,1.0666666666666667,100.0
2024-01-17,23,2.4045454545454548,95.45454545454545
2024-01-18,0,1.6660000000000001,72.0
2024-01-18,1,14.14206349206349,80.95238095238095
2024-01-18,2,28.670833333333334,81.25
2024-01-18,3,30.833333333333336,85.71428571428571
2024-01-18,4,21.505000000000003,80.0
2024-01-18,11,0.05333333333333333,100.0
2024-01-18,12,0.13095238095238096,71.42857142857143
2024-01-18,13,0.7124999999999999,50.0
2024-01-18,14,0.325,100.0
2024-01-18,15,0.20972222222222225,83.33333333333334
2024-01-18,16,0.47192982456140353,100.0
2024-01-18,17,0.5922222222222221,86.66666666666667
2024-01-18,18,0.43928571428571433,78.57142857142857
2024-01-18,19,0.7468750000000001,87.5
2024-01-18,20,0.6651515151515152,72.72727272727273
2024-01-18,21,0.7777777777777778,77.77777777777779
2024-01-18,22,0.5886363636363637,90.9090909090909
2024-01-18,23,1.254,76.0
2024-01-19,0,2.4166666666666665,88.23529411764706
2024-01-19,1,5.793939393939393,100.0
2024-01-19,2,9.127450980392158,76.47058823529412
2024-01-19,3,8.452173913043477,73.91304347826086
2024-01-19,4,7.8875,50.0
2024-01-19,11,0.475,100.0
2024-01-19,12,0.21851851851851853,100.0
2024-01-19,13,0.0962962962962963,88.88888888888889
2024-01-19,14,0.19761904761904764,100.0
2024-01-19,15,0.4908333333333334,90.0
2024-01-19,16,0.42592592592592593,100.0
2024-01-19,17,2.847435897435898,100.0
2024-01-19,18,1.7357142857142858,92.85714285714286
2024-01-19,19,0.842982456140351,94.73684210526315
2024-01-19,20,0.25166666666666665,90.0
2024-01-19,21,0.24743589743589742,100.0
2024-01-19,22,0.08888888888888889,83.33333333333334
2024-01-19,23,0.075,66.66666666666666
2024-01-20,0,2.407843137254902,94.11764705882352
2024-01-20,1,2.1924242424242424,100.0
2024-01-20,2,1.5089743589743587,92.3076923076923
2024-01-20,3,0.8622222222222222,86.66666666666667
2024-01-20,4,0.7222222222222222,100.0
2024-01-20,11,0.14166666666666666,100.0
2024-01-20,12,0.03333333333333333,100.0
2024-01-20,13,0.19761904761904758,100.0
2024-01-20,14,0.8015151515151515,100.0
2024-01-20,15,2.4676470588235295,100.0
2024-01-20,16,3.4177777777777782,93.33333333333333
2024-01-20,17,5.26140350877193,94.73684210526315
2024-01-20,18,5.010000000000001,86.66666666666667
2024-01-20,19,18.834722222222226,91.66666666666666
2024-01-20,20,8.914583333333333,81.25
2024-01-20,21,1.0481481481481483,72.22222222222221
2024-01-20,22,5.483333333333334,78.94736842105263
2024-01-20,23,18.634615384615387,76.92307692307693
2024-01-21,0,23.487037037037034,72.22222222222221
2024-01-21,1,32.952083333333334,87.5
2024-01-21,2,34.86833333333333,85.0
2024-01-21,3,28.26212121212121,90.9090909090909
2024-01-21,4,24.454166666666666,62.5
2024-01-21,11,0.075,100.0
2024-01-21,12,0.14629629629629629,100.0
2024-01-21,13,0.2604166666666667,100.0
2024-01-21,14,1.8291666666666666,93.75
2024-01-21,15,1.753703703703704,100.0
2024-01-21,16,7.821929824561404,89.47368421052632
2024-01-21,17,3.565686274509804,94.11764705882352
2024-01-21,18,2.6462962962962964,94.44444444444444
2024-01-21,19,0.45641025641025634,69.23076923076923
2024-01-21,20,0.5477272727272727,95.45454545454545
2024-01-21,21,1.3566666666666667,80.0
2024-01-21,22,1.4013888888888888,100.0
2024-01-21,23,4.2519607843137255,82.35294117647058
2024-01-22,0,3.5333333333333328,81.81818181818183
2024-01-22,1,11.828571428571426,78.57142857142857
2024-01-22,2,13.281944444444443,66.66666666666666
2024-01-22,3,15.019444444444446,50.0
2024-01-22,4,4.582222222222223,100.0
2024-01-22,11,0.125,100.0
2024-01-22,12,0.12666666666666665,80.0
2024-01-22,13,0.3523809523809524,100.0
2024-01-22,14,0.7037037037037037,100.0
2024-01-22,15,0.17424242424242425,90.9090909090909
2024-01-22,16,0.1261904761904762,100.0
2024-01-22,17,0.5466666666666667,100.0
2024-01-22,18,0.36153846153846164,92.3076923076923
2024-01-22,19,0.13750000000000004,91.66666666666666
2024-01-22,20,0.10128205128205128,100.0
2024-01-22,21,0.34722222222222227,100.0
2024-01-22,22,0.1977777777777778,86.66666666666667
2024-01-22,23,0.2858974358974359,76.92307692307693
2024-01-23,0,1.2948717948717952,92.3076923076923
2024-01-23,1,7.458695652173914,100.0
2024-01-23,2,13.692857142857147,85.71428571428571
2024-01-23,3,15.557692307692305,100.0
2024-01-23,4,7.351190476190476,78.57142857142857
2024-01-23,11,0.07500000000000001,100.0
2024-01-23,12,0.03666666666666667,100.0
2024-01-23,13,0.09666666666666665,100.0
2024-01-23,14,0.06282051282051282,76.92307692307693
2024-01-23,15,0.12166666666666667,100.0
2024-01-23,16,0.14375,100.0
2024-01-23,17,0.4883333333333334,100.0
2024-01-23,18,0.04074074074074074,88.88888888888889
2024-01-23,19,0.08166666666666667,100.0
2024-01-23,20,0.20384615384615384,84.61538461538461
2024-01-23,21,0.6196969696969696,81.81818181818183
2024-01-23,22,0.5988095238095238,92.85714285714286
2024-01-23,23,1.7791666666666666,93.75
2024-01-24,0,3.1035714285714286,64.28571428571429
2024-01-24,1,15.31851851851852,77.77777777777779
2024-01-24,2,17.69404761904762,85.71428571428571
2024-01-24,3,21.695,80.0
2024-01-24,4,9.953703703703702,55.55555555555556
2024-01-24,11,0.06333333333333332,100.0
2024-01-24,12,0.125,100.0
2024-01-24,13,0.1416666666666667,50.0
2024-01-24,14,0.07833333333333334,100.0
2024-01-24,15,0.30000000000000004,66.66666666666666
2024-01-24,16,0.20641025641025643,84.61538461538461
2024-01-24,17,0.11777777777777776,100.0
2024-01-24,18,0.11041666666666666,87.5
2024-01-24,19,0.15,100.0
2024-01-24,20,0.24642857142857144,92.85714285714286
2024-01-24,21,0.20925925925925923,74.07407407407408
2024-01-24,22,0.2911111111111111,86.66666666666667
2024-01-24,23,0.23452380952380955,92.85714285714286
2024-01-25,0,5.1775362318840585,73.91304347826086
2024-01-25,1,17.046969696969697,90.9090909090909
2024-01-25,2,16.711458333333333,81.25
2024-01-25,3,30.29206349206349,80.95238095238095
2024-01-25,4,12.489999999999998,100.0
2024-01-25,11,1.6083333333333334,50.0
2024-01-25,12,1.9666666666666666,100.0
2024-01-25,13,1.0642857142857143,100.0
2024-01-25,14,0.4939393939393939,45.45454545454545
2024-01-25,15,2.6763888888888894,66.66666666666666
2024-01-25,16,1.2066666666666668,100.0
2024-01-25,17,0.9055555555555556,83.33333333333334
2024-01-25,18,0.6305555555555555,66.66666666666666
2024-01-25,19,0.8309523809523811,100.0
2024-01-25,20,0.2654761904761905,92.85714285714286
2024-01-25,21,0.08888888888888888,86.66666666666667
2024-01-25,22,0.11916666666666664,90.0
2024-01-25,23,0.17222222222222222,83.33333333333334
2024-01-26,0,4.660493827160494,92.5925925925926
2024-01-26,1,10.139855072463769,100.0
2024-01-26,2,5.221666666666667,75.0
2024-01-26,3,7.815833333333335,95.0
2024-01-26,4,8.83125,81.25
2024-01-26,11,0.0,100.0
2024-01-26,12,0.0976190476190476,100.0
2024-01-26,13,0.11000000000000001,100.0
2024-01-26,14,0.06944444444444443,100.0
2024-01-26,15,0.08148148148148149,88.88888888888889
2024-01-26,16,0.18589743589743585,100.0
2024-01-26,17,0.01851851851851852,66.66666666666666
2024-01-26,18,0.05454545454545456,100.0
2024-01-26,19,1.161111111111111,100.0
2024-01-26,20,0.12666666666666668,90.0
2024-01-26,21,0.1064102564102564,76.92307692307693
2024-01-26,22,0.1064102564102564,92.3076923076923
2024-01-26,23,0.2953703703703704,88.88888888888889
2024-01-27,0,0.2607843137254902,82.35294117647058
2024-01-27,1,1.3736842105263158,78.94736842105263
2024-01-27,2,3.464814814814815,72.22222222222221
2024-01-27,3,7.352083333333333,100.0
2024-01-27,4,1.7016666666666667,70.0
2024-01-27,11,0.11666666666666665,100.0
2024-01-27,12,0.08541666666666667,75.0
2024-01-27,13,0.07666666666666667,80.0
2024-01-27,14,0.13846153846153847,100.0
2024-01-27,15,0.16176470588235295,100.0
2024-01-27,16,0.24074074074074073,94.44444444444444
2024-01-27,17,0.07708333333333334,100.0
2024-01-27,18,0.09393939393939395,54.54545454545454
2024-01-27,19,1.9322916666666665,87.5
2024-01-27,20,0.18333333333333338,88.88888888888889
2024-01-27,21,0.14358974358974358,92.3076923076923
2024-01-27,22,6.1673913043478255,78.26086956521739
2024-01-27,23,7.0,73.33333333333333
2024-01-28,0,8.804166666666667,91.66666666666666
2024-01-28,1,14.55,82.35294117647058
2024-01-28,2,12.863095238095237,64.28571428571429
2024-01-28,3,21.04375,62.5
2024-01-28,4,17.721794871794874,69.23076923076923
2024-01-28,11,0.21000000000000002,60.0
2024-01-28,12,1.4590909090909088,100.0
2024-01-28,13,0.17083333333333334,50.0
2024-01-28,14,0.7666666666666667,81.81818181818183
2024-01-28,15,1.1351851851851853,77.77777777777779
2024-01-28,16,0.43583333333333324,100.0
2024-01-28,17,1.3558823529411768,76.47058823529412
2024-01-28,18,0.5280701754385966,94.73684210526315
2024-01-28,19,2.0533333333333332,90.0
2024-01-28,20,6.636111111111111,88.88888888888889
2024-01-28,21,0.27307692307692305,100.0
2024-01-28,22,0.3854166666666667,87.5
2024-01-28,23,0.12870370370370368,88.88888888888889
2024-01-29,0,0.11568627450980393,82.35294117647058
2024-01-29,1,3.4069444444444446,83.33333333333334
2024-01-29,2,6.926923076923078,84.61538461538461
2024-01-29,3,4.640277777777778,91.66666666666666
2024-01-29,4,0.4166666666666667,85.71428571428571
2024-01-29,11,0.12380952380952381,57.14285714285714
2024-01-29,12,0.016666666666666666,0.0
2024-01-29,13,0.09722222222222221,100.0
2024-01-29,14,0.06666666666666667,100.0
2024-01-29,15,0.12575757575757576,63.63636363636363
2024-01-29,16,0.438235294117647,94.11764705882352
2024-01-29,17,0.11904761904761904,100.0
2024-01-29,18,0.1219298245614035,94.73684210526315
2024-01-29,19,0.19166666666666668,100.0
2024-01-29,20,0.13125,62.5
2024-01-29,21,0.11444444444444445,100.0
2024-01-29,22,0.16666666666666669,100.0
2024-01-29,23,0.13137254901960785,100.0
2024-01-30,0,0.125,93.75
2024-01-30,1,3.621969696969697,90.9090909090909
2024-01-30,2,0.5391666666666668,75.0
2024-01-30,3,0.3513888888888889,91.66666666666666
2024-01-30,4,0.07857142857142858,100.0
2024-01-30,11,0.08833333333333335,30.0
2024-01-30,12,0.08666666666666667,100.0
2024-01-30,13,0.09791666666666667,100.0
2024-01-30,14,0.06666666666666667,100.0
2024-01-30,15,0.1111111111111111,75.0
2024-01-30,16,0.11363636363636363,81.81818181818183
2024-01-30,17,0.1547619047619048,92.85714285714286
2024-01-30,18,0.1,100.0
2024-01-30,19,0.10444444444444444,66.66666666666666
2024-01-30,20,0.5025641025641024,100.0
2024-01-30,21,0.08666666666666668,100.0
2024-01-30,22,0.1380952380952381,57.14285714285714
2024-01-30,23,0.09,60.0
2024-01-31,0,0.3166666666666667,88.23529411764706
2024-01-31,1,2.6601851851851848,94.44444444444444
2024-01-31,2,4.338095238095238,85.71428571428571
2024-01-31,3,2.656862745098039,58.82352941176471
2024-01-31,4,0.15098039215686274,88.23529411764706
2024-01-31,11,0.11666666666666667,100.0
2024-01-31,12,0.0861111111111111,100.0
2024-01-31,13,0.016666666666666666,75.0
2024-01-31,14,0.35666666666666663,80.0
2024-01-31,15,0.019444444444444445,83.33333333333334
2024-01-31,16,0.17307692307692307,92.3076923076923
2024-01-31,17,0.13333333333333333,100.0
2024-01-31,18,0.13333333333333333,100.0
2024-01-31,19,0.09027777777777779,83.33333333333334
2024-01-31,20,0.065,90.0
2024-01-31,21,0.26166666666666666,100.0
2024-01-31,22,0.11818181818181817,90.9090909090909
2024-01-31,23,0.12444444444444448,80.0
2024-02-01,0,0.134375,100.0
2024-02-01,1,0.16666666666666666,88.23529411764706
2024-02-01,2,0.9119047619047619,90.47619047619048
2024-02-01,3,4.591666666666667,95.83333333333334
2024-02-01,4,0.3452380952380953,100.0
2024-02-01,11,0.26666666666666666,100.0
2024-02-01,12,0.09666666666666665,100.0
2024-02-01,13,0.1259259259259259,100.0
2024-02-01,14,0.15000000000000002,100.0
2024-02-01,15,0.10416666666666667,75.0
2024-02-01,16,0.09803921568627452,52.94117647058824
2024-02-01,17,0.08589743589743588,84.61538461538461
2024-02-01,18,0.08452380952380954,85.71428571428571
2024-02-01,19,0.09393939393939395,100.0
2024-02-01,20,0.08333333333333334,87.5
2024-02-01,21,0.11458333333333333,87.5
2024-02-01,22,0.11538461538461536,84.61538461538461
2024-02-01,23,0.12604166666666666,81.25
2024-02-02,0,0.4222222222222222,100.0
2024-02-02,1,2.5034722222222223,75.0
2024-02-02,2,6.055303030303031,86.36363636363636
2024-02-02,3,0.21296296296296297,100.0
2024-02-02,4,0.2652777777777778,83.33333333333334
2024-02-02,11,0.125,100.0
2024-02-02,12,0.7716666666666667,70.0
2024-02-02,13,0.15000000000000002,100.0
2024-02-02,14,0.0875,75.0
2024-02-02,15,0.09,100.0
2024-02-02,16,0.0861111111111111,100.0
2024-02-02,17,0.11818181818181817,100.0
2024-02-02,18,0.1272727272727273,100.0
2024-02-02,19,0.18703703703703703,100.0
2024-02-02,20,0.18888888888888888,100.0
2024-02-02,21,0.18809523809523812,71.42857142857143
2024-02-02,22,0.15,100.0
2024-02-02,23,0.13703703703703704,55.55555555555556
2024-02-03,0,0.1392857142857143,85.71428571428571
2024-02-03,1,0.16481481481481483,100.0
2024-02-03,2,0.128125,50.0
2024-02-03,3,0.07999999999999999,90.0
2024-02-03,4,0.4314814814814815,100.0
2024-02-03,11,0.13124999999999998,75.0
2024-02-03,12,0.05555555555555555,100.0
2024-02-03,13,0.10555555555555556,100.0
